Latitude,Longitude,Elevation
118.7005359568,31.9392908385,27.945800199530495
118.7005359568,31.9397428807,27.887046251721866
118.7005359568,31.9401949229,27.7451016239584
118.7005359568,31.9406469651,27.52720993365967
118.7005359568,31.9410990073,27.245895364673885
118.7005359568,31.9415510495,26.916546537811712
118.7005359568,31.9420030917,26.34719494671314
118.7005359568,31.9424551339,25.551557436711093
118.7005359568,31.9429071761,24.536550166707375
118.7005359568,31.9433592182,23.71754161435482
118.7005359568,31.9438112604,22.472402782500424
118.7005359568,31.9442633026,19.780920294785755
118.7005359568,31.9447153448,15.47473836552392
118.7005359568,31.945167387,10.837990547735606
118.7005359568,31.9456194292,7.965295178171884
118.7005359568,31.9460714714,6.847329377068258
118.7005359568,31.9465235136,6.8459697610078125
118.7005359568,31.9469755558,7.9445506069051
118.7005359568,31.9474275979,10.128650657662668
118.7005359568,31.9478796401,13.370817953865949
118.7005359568,31.9483316823,15.557141146605899
118.7005359568,31.9487837245,16.642226682223328
118.7005359568,31.9492357667,15.566665589267826
118.7005359568,31.9496878089,13.371570253311013
118.7005359568,31.9501398511,10.078815494143827
118.7005359568,31.9505918933,7.774178496935343
118.7005359568,31.9510439355,6.458911670614867
118.7005359568,31.9514959776,6.136648660798592
118.7005359568,31.9519480198,5.786420597273338
118.7005359568,31.952400062,5.434092410022363
118.7005359568,31.9528521042,5.104039677664856
118.7005359568,31.9533041464,4.812858520333129
118.7005359568,31.9537561886,4.566686186102196
118.7005359568,31.9542082308,4.3624993853298495
118.7005359568,31.954660273,4.191489813714117
118.7005359568,31.9551123152,4.042200724205383
118.7005359568,31.9555643573,3.9019253775562195
118.7005359568,31.9560163995,0.0
118.7005359568,31.9564684417,0.0
118.7005359568,31.9569204839,0.0
118.7005359568,31.9573725261,0.0
118.7005359568,31.9578245683,0.0
118.7005359568,31.9582766105,0.0
118.7005359568,31.9587286527,0.0
118.7005359568,31.9591806949,0.0
118.7005359568,31.959632737,0.0
118.7005359568,31.9600847792,0.0
118.7005359568,31.9605368214,0.0
118.7005359568,31.9609888636,0.0
118.7005359568,31.9614409058,0.0
118.7005359568,31.961892948,0.0
118.7005359568,31.9623449902,0.0
118.7005359568,31.9627970324,0.0
118.7005359568,31.9632490746,0.0
118.7005359568,31.9637011167,0.0
118.7005359568,31.9641531589,0.0
118.7005359568,31.9646052011,0.0
118.7005359568,31.9650572433,0.0
118.7005359568,31.9655092855,0.0
118.7005359568,31.9659613277,0.0
118.7005359568,31.9664133699,0.0
118.7005359568,31.9668654121,0.0
118.7005359568,31.9673174543,0.0
118.7005359568,31.9677694964,0.0
118.7005359568,31.9682215386,0.0
118.7005359568,31.9686735808,0.0
118.7005359568,31.969125623,0.0
118.7005359568,31.9695776652,0.0
118.7005359568,31.9700297074,0.0
118.7005359568,31.9704817496,0.0
118.7005359568,31.9709337918,0.0
118.7005359568,31.971385834,0.0
118.7005359568,31.9718378761,0.0
118.7005359568,31.9722899183,0.0
118.7005359568,31.9727419605,0.0
118.7005359568,31.9731940027,0.0
118.7005359568,31.9736460449,0.0
118.7005359568,31.9740980871,0.0
118.7005359568,31.9745501293,0.0
118.7005359568,31.9750021715,0.0
118.7005359568,31.9754542137,0.0
118.7005359568,31.9759062558,0.0
118.7005359568,31.976358298,0.0
118.7010684166,31.8769090165,10.681239372800203
118.7010684166,31.8773610587,12.843063229960542
118.7010684166,31.8778131009,16.356173649951415
118.7010684166,31.878265143,20.82009263339072
118.7010684166,31.8787171852,23.72045864322793
118.7010684166,31.8791692274,25.414045711290616
118.7010684166,31.8796212696,25.821708995414962
118.7010684166,31.8800733118,26.112991233134167
118.7010684166,31.880525354,26.22843069315913
118.7010684166,31.8809773962,26.136983176693587
118.7010684166,31.8814294384,25.84653781900586
118.7010684166,31.8818814806,24.785738570033708
118.7010684166,31.8823335227,22.418015123934545
118.7010684166,31.8827855649,18.21779866434019
118.7010684166,31.8832376071,13.499695424610472
118.7010684166,31.8836896493,9.524850711627126
118.7010684166,31.8841416915,7.50531756713991
118.7010684166,31.8845937337,6.765756547832159
118.7010684166,31.8850457759,6.6383162763526835
118.7010684166,31.8854978181,6.472644200542387
118.7010684166,31.8859498603,6.258665163769247
118.7010684166,31.8864019024,6.001156434998616
118.7010684166,31.8868539446,5.716650175753546
118.7010684166,31.8873059868,5.428209440302617
118.7010684166,31.887758029,5.160651366025578
118.7010684166,31.8882100712,4.9369355720668215
118.7010684166,31.8886621134,4.774872164909733
118.7010684166,31.8891141556,4.6837211562159204
118.7010684166,31.8895661978,4.661584890669613
118.7010684166,31.89001824,4.695392546933525
118.7010684166,31.8904702821,4.764396073207215
118.7010684166,31.8909223243,4.846284885473845
118.7010684166,31.8913743665,4.923485853370968
118.7010684166,31.8918264087,4.987149087770077
118.7010684166,31.8922784509,5.037364322965555
118.7010684166,31.8927304931,5.079705839254734
118.7010684166,31.8931825353,5.1196644830354705
118.7010684166,31.8936345775,5.157539166697225
